STT,SẢN PHẨM,NHU CẦU,TỈNH THÀNH,QUẬN HUYỆN,PHƯỜNG/ XÃ,"ĐƯỜNG, KHU VỰC",GIÁ,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,XUẤT XỨ,NĂM SẢN XUẤT,DUNG TÍCH,SỐ CHỖ NGỒI,KIỂU XE,MÀU XE,NHIÊN LIỆU,HỘP SỐ,TRỌNG TẢI,SỐ KM ĐÃ ĐI
278,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,526000000,4/9/2021,Toyota,Vios,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,31
279,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,788000000,4/9/2021,Nissan,X Terra,Thái Lan,2019,,7,SUV / Cross over,,Dầu,Số sàn,,34
280,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,768000000,4/9/2021,Mazda,3,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,11
281,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,1018000000,4/9/2021,Hyundai,Santa Fe,Việt Nam,2019,,7,SUV / Cross over,,Xăng,Tự động,,41
282,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,508000000,4/9/2021,Kia,Rondo,Việt Nam,2020,,5,Minivan (MPV),,Xăng,Số sàn,,16
283,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 15,,2470000000,4/9/2021,Mercedes Benz,GLC Class,,2021,,,,,,Tự động,,1.5
284,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 15,,3800000000,4/9/2021,Mercedes Benz,S Class,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,7
285,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,850000000,4/9/2021,Toyota,Fortuner,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Số sàn,,3
286,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,,820000000,4/9/2021,Mazda,CX 5,Việt Nam,2020,,5,SUV / Cross over,,Xăng,Tự động,,4
287,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,,385000000,4/9/2021,Toyota,Vios,,2018,,5,Sedan,,Xăng,Số sàn,,35
288,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,881695000,4/9/2021,Vinfast,Lux,,2021,,,,,,Tự động,,
289,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Thới Nhì,,658000000,4/9/2021,Toyota,Fortuner,Nhật Bản,2016,,7,SUV / Cross over,,Xăng,Tự động,,100
290,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,849000000,4/9/2021,Mazda,CX-30,,2021,,,,,,Tự động,,
291,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,,410000000,4/9/2021,Toyota,Vios,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,70
292,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,,656000000,3/9/2021,Mitsubishi,Triton,Thái Lan,2019,,5,Pick-up (bán tải),,Dầu,Tự động,,57
293,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,,125000000,3/9/2021,Hyundai,Galloper,Hàn Quốc,2001,,2,Coupe (2 cửa),,Dầu,Số sàn,,123
294,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,885000000,3/9/2021,Ford,Everest,Thái Lan,2017,,7,SUV / Cross over,,Dầu,Tự động,,70
295,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Phú Hữu,,475000000,3/9/2021,Honda,City,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,55
296,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 11,,440000000,3/9/2021,Hãng khác,Dòng khác,Hàn Quốc,2010,,4,Coupe (2 cửa),,Xăng,Tự động,,75
297,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Chiểu,,286000000,3/9/2021,Kia,Morning,Hàn Quốc,2015,,5,Hatchback,,Xăng,Tự động,,42
298,Ô tô,Cần bán,Hồ Chí Minh,Quận 10,Phường 14,,1098000000,3/9/2021,Toyota,Camry,Thái Lan,2019,,5,Sedan,,Xăng,Tự động,,20
299,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,,1490000000,3/9/2021,Audi,A7,Đức,2014,,4,Sedan,,Xăng,Bán tự động,,44
300,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,2750000000,3/9/2021,Mercedes Benz,S Class,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,54
301,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,928000000,3/9/2021,Toyota,Fortuner,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Số sàn,,30
302,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,,90000000,3/9/2021,Chevrolet,Spark,Hàn Quốc,2010,,5,Hatchback,,Xăng,Số sàn,,10
303,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,580000000,3/9/2021,BMW,X5,Mỹ,2009,,8,SUV / Cross over,,Xăng,Tự động,,60
304,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,,378000000,3/9/2021,Mazda,2,Việt Nam,2015,,5,Hatchback,,Xăng,Tự động,,50
305,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,638000000,3/9/2021,Hyundai,Kona,,2018,,5,SUV / Cross over,,Xăng,Tự động,,38
306,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,,542000000,3/9/2021,Hyundai,Creta,Hàn Quốc,2016,,5,SUV / Cross over,,Xăng,Tự động,,80
307,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Phú Hòa Đông,,225000000,3/9/2021,Toyota,Innova,Việt Nam,2007,,8,Minivan (MPV),,Xăng,Số sàn,,230
308,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,525000000,3/9/2021,Hyundai,Sonata,Hàn Quốc,2012,,5,Sedan,,Xăng,Tự động,,13
309,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,,630000000,2/9/2021,Mitsubishi,Xpander Cross,Nước khác,2020,,7,SUV / Cross over,,Xăng,Tự động,,30
310,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Lê Minh Xuân,,30000000,2/9/2021,Toyota,Camry,Nhật Bản,1983,,5,Sedan,,Xăng,Số sàn,,15
311,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Đông,,170000000,2/9/2021,Mercedes Benz,Sprinter,Việt Nam,2008,,7,Van,,Dầu,Số sàn,,12345
312,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,,556000000,2/9/2021,Mitsubishi,Xpander,Nước khác,2018,,5,Minivan (MPV),,Xăng,Tự động,,43
313,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,720000000,2/9/2021,Toyota,Corolla Cross,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
314,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 14,,415000000,2/9/2021,Ford,Focus,Thái Lan,2015,,5,Sedan,,Xăng,Tự động,,80
315,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phú,,158000000,2/9/2021,Toyota,Crown,Nhật Bản,1993,,5,Sedan,,Xăng,Số sàn,,4567
316,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,460000000,2/9/2021,Ford,Transit,Mỹ,2018,,16,Minivan (MPV),,Dầu,Số sàn,,61
317,Ô tô,Cần bán,Hồ Chí Minh,Quận 4,,,1489000000,2/9/2021,Mercedes Benz,GLC,Việt Nam,2017,,5,SUV / Cross over,,Xăng,Tự động,,41
318,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,510000000,2/9/2021,Ford,Transit,Việt Nam,2018,,16,Minivan (MPV),,Dầu,Số sàn,,56
319,Ô tô,Cần bán,Hồ Chí Minh,Quận 4,Phường 16,,400000000,2/9/2021,Kia,Rondo,Việt Nam,2014,,7,Minivan (MPV),,Dầu,Tự động,,250
320,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,,,75000000,2/9/2021,Daewoo,Nubira,Trung Quốc,2001,,5,Sedan,,Xăng,Số sàn,,657
321,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,,990000000,2/9/2021,Toyota,Camry,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,3138
322,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 13,,249000000,2/9/2021,Kia,Morning,Việt Nam,2017,,5,Hatchback,,Xăng,Số sàn,,120
323,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,,1870000000,2/9/2021,Mercedes Benz,GLC,Đức,2018,,5,SUV / Cross over,,Xăng,Tự động,,35
324,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 11,,1580000000,2/9/2021,Mercedes Benz,C Class,Nước khác,2020,,5,Sedan,,Xăng,Tự động,,12
325,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Trường Thọ,,319000000,2/9/2021,Luxgen,5,,2012,,,,,,Tự động,,82
326,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 1,,28000000,1/9/2021,Ford,Transit,Việt Nam,2014,,16,Minivan (MPV),,Dầu,Số sàn,,200
327,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,,462000000,1/9/2021,Kia,Cerato,Hàn Quốc,2017,,5,Sedan,,Xăng,Tự động,,50
328,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,770000000,1/9/2021,BMW,5 Series,Mỹ,2010,,4,Sedan,,Xăng,Số sàn,,75
329,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,730000000,1/9/2021,Toyota,Fortuner,Việt Nam,2018,,7,SUV / Cross over,,Dầu,Số sàn,,93
330,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Tân Phú,,560000000,1/9/2021,Ford,Ranger,Thái Lan,2020,,5,Pick-up (bán tải),,Dầu,Số sàn,,255
331,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 5,,493000000,1/9/2021,Kia,K3,Hàn Quốc,2015,,5,Sedan,,Xăng,Tự động,,24368
332,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc A,,590000000,1/9/2021,Vinfast,VFe34,Việt Nam,2021,,5,SUV / Cross over,,Động cơ Hybrid,Tự động,,
333,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,275000000,1/9/2021,Toyota,Land Cruiser,Nhật Bản,1997,,5,Sedan,,Xăng,Số sàn,,100
334,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,644000000,1/9/2021,Mazda,3,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
335,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,355000000,1/9/2021,Hyundai,Grand i10,Việt Nam,2021,,5,Hatchback,,Xăng,Số sàn,,
336,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,1110000000,1/9/2021,Ford,Everest,Thái Lan,2021,,7,SUV / Cross over,,Dầu,Tự động,,
337,Ô tô,Cần bán,Hồ Chí Minh,Quận 10,Phường 1,,380000000,1/9/2021,Suzuki,Ertiga,Nước khác,2017,,7,SUV / Cross over,,Xăng,Tự động,,200
338,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,590000000,1/9/2021,Ford,Ranger,Thái Lan,2019,,5,Pick-up (bán tải),,Dầu,Số sàn,,30
339,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,,55000000,1/9/2021,Kia,Pride,Nước khác,1999,,5,Sedan,,Xăng,Số sàn,,10
340,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,499000000,1/9/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
341,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,989000000,1/9/2021,Peugeot,3008,,2021,,,,,,Tự động,,
342,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Trưng Tây,,300000000,31/08/2021,Hyundai,Grand i10,Việt Nam,2018,,5,Sedan,,Xăng,Tự động,,50
343,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,,135000000,31/08/2021,Toyota,Hiace,,2003,,,,,,Số sàn,,120
344,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,430000000,31/08/2021,Hyundai,Grand i10,Việt Nam,2021,,5,Hatchback,,Xăng,Tự động,,
345,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,,420000000,31/08/2021,Ford,EcoSport,Thái Lan,2015,,5,SUV / Cross over,,Xăng,Tự động,,90
346,Ô tô,Cần bán,Hồ Chí Minh,Quận 11,Phường 2,,1120000000,31/08/2021,BMW,5 Series,Đức,2015,,5,Sedan,,Xăng,Tự động,,61
347,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,,,839000000,31/08/2021,Mazda,Dòng khác,,2021,,,,,,Tự động,,
348,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,180000000,31/08/2021,Hãng khác,Dòng khác,,2012,,,,,Dầu,Số sàn,,99
349,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,644000000,31/08/2021,Mazda,3,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
350,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,1195000000,31/08/2021,Toyota,Fortuner,Việt Nam,2021,,7,SUV / Cross over,,Dầu,Tự động,,
351,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,,740000000,31/08/2021,Mazda,CX 5,Việt Nam,2017,,5,SUV / Cross over,,Xăng,Số sàn,,39
352,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,620000000,31/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Bán tự động,,
353,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,,200000000,31/08/2021,Mercedes Benz,Sprinter,Đức,2008,,6,Van,,Dầu,Số sàn,,250
354,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,2690000000,31/08/2021,Mercedes Benz,GLB,Đức,2021,,7,SUV / Cross over,,Xăng,Tự động,,
355,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,,270000000,31/08/2021,Kia,Dòng khác,Nhật Bản,2016,,,Kiểu dáng khác,,Dầu,Số sàn,,50
356,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,545000000,31/08/2021,Suzuki,XL 7,Ấn Độ,2020,,5,SUV / Cross over,,Xăng,Tự động,,22
357,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,519000000,30/08/2021,Toyota,Innova,Việt Nam,2017,,8,Minivan (MPV),,Xăng,Số sàn,,79
358,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,289000000,30/08/2021,Kia,Morning,Việt Nam,2021,,4,Hatchback,,Xăng,Số sàn,,
359,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,440000000,30/08/2021,Honda,City,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,40
360,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,458000000,30/08/2021,Hyundai,Accent,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,43
361,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,635000000,30/08/2021,Hyundai,Elantra,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,10
362,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,378000000,30/08/2021,Toyota,Innova,Việt Nam,2014,,7,Minivan (MPV),,Xăng,Số sàn,,120
363,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thạnh Mỹ Lợi,,685000000,30/08/2021,Audi,A8,Đức,2009,,4,Sedan,,Xăng,Tự động,,48
364,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,1340000000,30/08/2021,Hyundai,Santa Fe,Hàn Quốc,2021,,7,SUV / Cross over,,Dầu,Tự động,,
365,Ô tô,Cần bán,Hồ Chí Minh,Quận 4,Phường 8,,6700000000,30/08/2021,Toyota,Land Cruiser,Nước khác,2021,,7,SUV / Cross over,,Xăng,Tự động,,
366,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,650000000,30/08/2021,Ford,Ranger,Thái Lan,2019,,5,Pick-up (bán tải),,Dầu,Tự động,,10
367,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,850000000,30/08/2021,Mazda,CX 5,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,13
368,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,480000000,30/08/2021,Ford,Ranger,Thái Lan,2013,,5,Pick-up (bán tải),,Dầu,Tự động,,89
369,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,785000000,30/08/2021,Ford,Ranger,Thái Lan,2018,,5,Pick-up (bán tải),,Dầu,Tự động,,66
370,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,574000000,30/08/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
371,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,589000000,30/08/2021,Toyota,Innova,Việt Nam,2018,,8,Minivan (MPV),,Xăng,Số sàn,,56
372,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 3,,250000000,30/08/2021,Toyota,Corolla,Việt Nam,1980,,4,Sedan,,Xăng,Số sàn,,999999
373,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,3089000000,30/08/2021,Mercedes Benz,GLC Class,Đức,2021,,5,SUV / Cross over,,Xăng,Tự động,,
374,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,1799000000,30/08/2021,Mercedes Benz,GLC Class,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
375,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,2099000000,30/08/2021,Mercedes Benz,GLC Class,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
376,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,1095000000,30/08/2021,Hyundai,Santa Fe,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Tự động,,30
377,Ô tô,Cần bán,Hồ Chí Minh,Quận 1,,,2345678000,30/08/2021,Mercedes Benz,Dòng khác,Đức,2019,,,Kiểu dáng khác,,Dầu,Bán tự động,,
378,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,3089000000,30/08/2021,Mercedes Benz,GLC Class,Đức,2021,,5,SUV / Cross over,,Xăng,Tự động,,
379,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,3089000000,30/08/2021,Mercedes Benz,GLC Class,Đức,2021,,5,SUV / Cross over,,Xăng,Tự động,,
380,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,,625000000,29/08/2021,Toyota,Venza,Mỹ,2009,,5,SUV / Cross over,,Xăng,Tự động,,63
381,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,45000000,29/08/2021,Honda,Accord,,1993,,5,Sedan,,Xăng,Số sàn,,9999
382,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 10,,479000000,29/08/2021,Mazda,2,Thái Lan,2021,,4,Sedan,,Xăng,Tự động,,
383,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,,125000000,29/08/2021,Hyundai,Elantra,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
384,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 26,,985000000,29/08/2021,Mercedes Benz,C Class,Việt Nam,2017,,5,Sedan,,Xăng,Tự động,,68
385,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,,185000000,29/08/2021,Toyota,Hiace,,2006,,10,Van,,Xăng,Số sàn,,130
386,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,779000000,29/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
387,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,905000000,29/08/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
388,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,430000000,29/08/2021,BMW,3 Series,Đức,2010,,5,Sedan,,Xăng,Tự động,,66
389,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,569900000,29/08/2021,Suzuki,XL 7,Nhật Bản,2021,,7,Minivan (MPV),,Xăng,Bán tự động,,
390,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,560000000,29/08/2021,Cadillac,SRX,Mỹ,2005,,5,SUV / Cross over,,Xăng,Tự động,,66
391,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,378000000,29/08/2021,Kia,Soluto,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,28
392,Ô tô,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,,260000000,29/08/2021,Chevrolet,Captiva,Mỹ,2008,,7,SUV / Cross over,,Xăng,Tự động,,102
393,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,485000000,29/08/2021,Ford,Ranger,Thái Lan,2013,,5,Pick-up (bán tải),,Dầu,Tự động,,89
394,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,,230000000,29/08/2021,Hyundai,Grand i10,Ấn Độ,2016,,5,Sedan,,Xăng,Số sàn,,200
395,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,179000000,29/08/2021,Kia,Morning,Hàn Quốc,2009,,5,Hatchback,,Xăng,Tự động,,128
396,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,172000000,29/08/2021,Kia,Morning,Việt Nam,2009,,5,Hatchback,,Xăng,Tự động,,96
397,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,,,87000000,29/08/2021,Hãng khác,Dòng khác,,2001,,,,,,Số sàn,,120
398,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,,380000000,29/08/2021,Chevrolet,Cruze,Mỹ,2017,,5,Sedan,,Xăng,Số sàn,,58
399,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Chiểu,,189000000,29/08/2021,Toyota,Innova,Việt Nam,2008,,8,Minivan (MPV),,Xăng,Số sàn,,222
400,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,620000000,29/08/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
401,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,289000000,28/08/2021,Kia,Morning,Việt Nam,2021,,5,Hatchback,,Xăng,Số sàn,,
402,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,,1359000000,28/08/2021,Mercedes Benz,GLC,,2017,,5,Sedan,,Xăng,Tự động,,45
403,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,460000000,28/08/2021,Kia,Rondo,Hàn Quốc,2016,,7,Minivan (MPV),,Xăng,Tự động,,64
404,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,881000000,28/08/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
405,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,950000000,28/08/2021,Honda,CR V,Việt Nam,2020,,5,SUV / Cross over,,Xăng,Tự động,,9
406,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,,,610000000,28/08/2021,Mitsubishi,Xpander,Nhật Bản,2020,,7,SUV / Cross over,,Xăng,Tự động,,17
407,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,,,2489000000,28/08/2021,Mercedes Benz,GLC,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,800
408,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,,881695000,28/08/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
409,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,,999000000,28/08/2021,Kia,Sorento,Việt Nam,2021,,7,SUV / Cross over,,Dầu,Tự động,,
410,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,,539000000,28/08/2021,Toyota,Fortuner,Việt Nam,2013,,7,SUV / Cross over,,Xăng,Tự động,,896
411,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,325000000,28/08/2021,Toyota,Wigo,Nhật Bản,2019,,5,Hatchback,,Xăng,Số sàn,,15
412,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,798000000,28/08/2021,Mazda,CX 5,,2021,,5,,,Xăng,Tự động,,
413,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,230000000,28/08/2021,Ford,Ranger,Việt Nam,2008,,5,Pick-up (bán tải),,Dầu,Số sàn,,130
414,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,599000000,28/08/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
415,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,,300000000,28/08/2021,Hãng khác,Dòng khác,Việt Nam,2020,,5,Kiểu dáng khác,,Xăng,Tự động,,1
